Station number,Station name,Region,Rainfall (mm),Latitude (°),Longitude (°),Elevation (m)
29077,BURKETOWN AIRPORT,QLD,0.0,-17.75,139.54,6
29166,RIVERSLEIGH TM,QLD,0.0,-18.97,138.80,115
29182,MORNINGTON ISLAND AIRPORT,QLD,0.0,-16.66,139.17,10
30022,HUGHENDEN AIRPORT,QLD,0.0,-20.82,144.23,316
30124,GEORGETOWN AIRPORT,QLD,0.0,-18.30,143.53,302
30161,RICHMOND AIRPORT,QLD,0.0,-20.70,143.11,206
31062,WHYANBEEL VALLEY,QLD,0.0,-16.39,145.35,6
31108,WALKAMIN RESEARCH STATION,QLD,0.0,-17.13,145.43,594
31181,BARTLE VIEW ALERT,QLD,0.0,-17.55,145.72,580
31183,MALANDA ALERT,QLD,0.0,-17.36,145.59,770
31184,MCKELL ROAD ALERT,QLD,0.0,-17.44,145.51,1038
31186,SUTTIES CREEK ALERT,QLD,0.0,-17.68,145.66,640
31188,MAREEBA TM,QLD,0.0,-17.00,145.43,381
31191,MURRAY SPRINGS ALERT,QLD,0.0,-18.15,145.48,863
31196,MT GARNET ALERT,QLD,0.0,-17.70,145.15,663
31197,UPPER RUDD CREEK ALERT,QLD,0.0,-18.04,144.89,762
31198,HERBERTON ALERT,QLD,0.0,-17.38,145.38,963
31205,COPPERLODE DAM ALERT,QLD,0.0,-16.98,145.67,447
31210,MAREEBA AIRPORT,QLD,0.0,-17.07,145.43,472
32040,TOWNSVILLE AERO,QLD,0.0,-19.25,146.77,4
32050,YABULU QLD NICKEL,QLD,0.0,-19.20,146.61,9
32098,ROLLINGSTONE,QLD,0.0,-19.04,146.41,16
32109,UPPER MURRAY TM,QLD,0.0,-18.11,145.81,22
32142,WHITE CRYSTAL TM,QLD,0.0,-18.68,145.75,690
32160,CENTRAL MILL ALERT,QLD,0.0,-17.61,145.98,25
32169,GLENEAGLE ALERT,QLD,0.0,-18.19,145.33,556
32170,NASH\'S CROSSING ALERT,QLD,0.0,-18.41,145.77,74
32171,INGHAM PUMP STATION AL,QLD,0.0,-18.63,146.14,32
32172,WALLAMAN ALERT,QLD,0.0,-18.46,145.74,686
32173,PEACOCK SIDING ALERT,QLD,0.0,-18.68,146.00,38
32174,ABERGOWRIE ALERT,QLD,0.0,-18.49,145.94,52
32176,KIRRAMA ALERT,QLD,0.0,-18.14,145.61,594
32183,POVERTY HILL ALERT,QLD,0.0,-18.75,146.12,206
32184,ZATTAS ALERT,QLD,0.0,-18.45,145.83,55
32185,HALIFAX ALERT,QLD,0.0,-18.58,146.28,17
32194,COWLEY BEACH (DEFENCE),QLD,0.0,-17.69,146.11,4
32196,TOWNSVILLE- AIR WEAPONS RANGE (DEFENCE),QLD,0.0,-19.30,146.24,386
33002,AYR DPI RESEARCH STN,QLD,0.0,-19.62,147.38,17
33264,BOWEN PUMP STATION ALERT,QLD,0.0,-20.01,148.20,5
33270,UPPER DON ALERT,QLD,0.0,-20.29,148.11,321
33280,POWERLINE TM,QLD,0.0,-19.63,147.11,24
33286,CLARE ALERT,QLD,0.0,-19.76,147.24,9
33287,MILLAROO ALERT,QLD,0.0,-19.97,147.25,19
33288,INKERMAN BRIDGE ALERT,QLD,0.0,-19.64,147.40,3
33289,STRATHBOGIE ALERT,QLD,0.0,-20.14,147.56,176
33291,DALBEG ALERT,QLD,0.0,-20.31,147.30,35
33292,MYUNA ALERT,QLD,0.0,-20.58,147.60,97
33307,WOOLSHED,QLD,0.0,-19.42,146.54,556
33327,BOWEN AIRPORT AWS,QLD,0.0,-20.02,148.21,6
33328,TOWNSVILLE- FANNING RIVER (DEFENCE),QLD,0.0,-19.78,146.50,326
34084,CHARTERS TOWERS AIRPORT,QLD,0.0,-20.04,146.27,290
34097,BURDEKIN DAM ALERT,QLD,0.0,-20.65,147.14,179
35134,BLACKWATER AIRPORT,QLD,0.0,-23.60,148.81,193
35276,SPRINGSURE CREEK JUNCTION AL,QLD,0.0,-23.86,148.50,167
36007,BARCALDINE POST OFFICE,QLD,0.0,-23.55,145.29,267
36031,LONGREACH AERO,QLD,0.0,-23.44,144.28,192
36034,BLACKALL AIRPORT,QLD,0.0,-24.43,145.43,281
36161,LONGREACH TM,QLD,0.0,-23.42,144.23,179
37010,CAMOOWEAL TOWNSHIP,QLD,0.0,-19.92,138.12,231
37036,TREPELL AIRPORT,QLD,0.0,-21.84,140.89,266
37039,WINTON AIRPORT,QLD,0.0,-22.36,143.08,192
37058,URANDANGI AERODROME,QLD,0.0,-21.60,138.37,179
38000,BEDOURIE,QLD,0.0,-24.36,139.47,91
38003,BOULIA AIRPORT,QLD,0.0,-22.91,139.90,162
38026,BIRDSVILLE AIRPORT,QLD,0.0,-25.90,139.35,47
42053,FLINTON,QLD,0.0,-27.89,149.56,215
42106,FENTON TM,QLD,0.0,-28.94,148.74,30
42111,KINKORA,QLD,0.0,-27.83,149.68,250
43035,SURAT,QLD,0.0,-27.16,149.07,246
43101,WERIBONE TM,QLD,0.0,-27.31,148.83,215
44021,CHARLEVILLE AERO,QLD,0.0,-26.41,146.26,302
44070,VICTORIA DOWNS,QLD,0.0,-26.38,147.04,397
44229,CHARLEVILLE AL,QLD,0.0,-26.40,146.24,288
44231,MYENDETTA AL,QLD,0.0,-26.55,146.02,308
45025,THARGOMINDAH AIRPORT,QLD,0.0,-27.99,143.82,131
46129,WHITE CLIFFS AWS,NSW,0.0,-30.85,143.07,158
46136,WANAARING (BORRONA DOWNS AWS),NSW,0.0,-29.76,143.11,121
46141,MOUNT WOOWOOLARAH,NSW,0.0,-31.26,141.24,153
46142,SMITHVILLE AWS,NSW,0.0,-30.07,141.01,94
47019,MENINDEE POST OFFICE,NSW,0.0,-32.39,142.42,61
47029,POONCARIE MAIL AGENCY,NSW,0.0,-33.39,142.57,53
47109,INKERMAN,NSW,0.0,-31.98,142.15,120
47111,WENTWORTH (NULLA),NSW,0.0,-33.82,141.36,55
47113,MULURULU AWS,NSW,0.0,-33.34,143.40,78
48079,WANAARING POST OFFICE,NSW,0.0,-29.70,144.15,108
48247,WANAARING (DELTA AWS),NSW,0.0,-30.10,145.33,109
48249,BYROCK (KNIGHTVALE),NSW,0.0,-30.49,146.33,143
49002,BALRANALD (RSL),NSW,0.0,-34.64,143.56,61
50031,PEAK HILL POST OFFICE,NSW,0.0,-32.72,148.19,285
51049,TRANGIE RESEARCH STATION AWS,NSW,0.0,-31.99,147.95,215
56013,GLEN INNES AG RESEARCH STN,NSW,0.0,-29.70,151.69,1060
58027,HARWOOD ISLAND (HARWOOD SUGAR MILL),NSW,0.0,-29.42,153.25,2
58079,PILLAR VALLEY,NSW,0.0,-29.75,153.11,15
59150,BELLWOOD (NAMBUCCA HEADS (NAMBUCCA RESOR,NSW,0.0,-30.68,152.98,3
60052,UPPER ROLLANDS PLAINS (GREENACRES),NSW,0.0,-31.23,152.59,96
61100,BROKE (HARROWBY),NSW,0.0,-32.77,151.09,76
61306,KARS SPRINGS (WELLDUN),NSW,0.0,-31.90,150.66,345
61422,MILBRODALE SCHOOL,NSW,0.0,-32.70,151.01,88
61423,BAERAMI (THE OLD DAIRY),NSW,0.0,-32.38,150.49,205
62013,GULGONG POST OFFICE,NSW,0.0,-32.36,149.53,475
62108,CASSILIS (THISTLEDALE),NSW,0.0,-32.03,150.02,548
63254,ORANGE AGRICULTURAL INSTITUTE,NSW,0.0,-33.32,149.08,922
65070,DUBBO AIRPORT AWS,NSW,0.0,-32.22,148.58,284
66137,BANKSTOWN AIRPORT AWS,NSW,0.0,-33.92,150.98,7
67066,ERSKINE PARK RESERVOIR,NSW,0.0,-33.81,150.80,85
68083,CULBURRA TREATMENT WORKS,NSW,0.0,-34.93,150.75,15
68181,HAMPDEN BRIDGE (KANGAROO RIVER),NSW,0.0,-34.73,150.52,80
68213,NOWRA BOAT SHED (SHOALHAVEN RIVER),NSW,0.0,-34.87,150.61,0
69133,BEMBOKA (THE KNOB),NSW,0.0,-36.66,149.51,400
70335,HILLVIEW (SHOALHAVEN RIVER),NSW,0.0,-35.20,149.96,550
74037,YANCO AGRICULTURAL INSTITUTE,NSW,0.0,-34.62,146.43,164
74202,GANMAIN (ROSEDALE),NSW,0.0,-34.85,146.98,175
76031,MILDURA AIRPORT,VIC,0.0,-34.24,142.09,50
76047,OUYEN (POST OFFICE),VIC,0.0,-35.07,142.31,65
76064,WALPEUP RESEARCH,VIC,0.0,-35.12,142.00,105
76136,ROBINVALE (KYNDALYN PARK COMPARISON),VIC,0.0,-34.72,142.93,67
77025,LAKE BOGA,VIC,0.0,-35.46,143.63,71
77094,SWAN HILL AERODROME,VIC,0.0,-35.38,143.54,71
84143,COMBIENBAR AWS,VIC,0.0,-37.34,149.02,640
90182,CASTERTON,VIC,0.0,-37.58,141.33,131
92148,SWANSEA (FRANCIS STREET),TAS,0.0,-42.14,148.07,19
92155,BUCKLAND (BROCKLEY ROAD),TAS,0.0,-42.58,147.78,77
94192,SOUTHPORT (HUON HIGHWAY),TAS,0.0,-43.41,146.96,120
94248,SORELL (ABBATOIRS),TAS,0.0,-42.80,147.56,10
94275,CLIFTON BEACH (CAPE DESLACS),TAS,0.0,-42.97,147.53,10
200731,POINT FAWCETT,NT,0.0,-11.76,130.03,7
200786,CAPE WESSEL,NT,0.0,-11.00,136.76,18
200790,CHRISTMAS ISLAND AERO,WA,0.0,-10.45,105.69,261
300000,DAVIS,ANT,0.0,-68.57,77.97,18
300017,CASEY,ANT,0.0,-66.28,110.52,40
